utt,spk,cond,hyp
p21_u08,p21,ce0.1,정부 일부 임직원 목크 소비가 명명된 이번 강인는 군사 직원 사십 명을 대상으로 진행됐다
p21_u08,p21,ce0.5,정부 실부 유관 마크 소비가 명명된 이번 방인는 군사 직원 삼십 명을 대상으로 진행됐다
p21_u08,p21,ce1.0,정부 일부 인주원 로크 소비가 명령된 이번강에는 본사 직원 삼십 명을 대상으로 진행됐다
p21_u08,p21,ce2.0,정부 일보 용치원 목크 소비가 명명된 이번 강인는 군사 직원 사십명을 절상으로 진행됐다
p21_u08,p21,ce5.0,정북 일보 인직원 로크 소비가 명명된 이번 강인는 본사 직원 삼십 명을 대상으로 진행됐다
p21_u08,p21,ce10.0,경부 일보 임주권 목표 소비가 명령된 이번 강인는 본사 직원 사십 명을 대상으로 진행됐다
p21_u09,p21,taps,경북 대표 일간 지인 경북일보와 언론경제위원회 관해 그류는 물론 질문질사을 통해 성호원 긍정적 영향 구축의 목적이다
p21_u09,p21,ce0.0,정북 대표 일관 지인 경국일보와 언론 문재위원에 관의 거류는 물론 질문 질사을 통해 성호관 긍정적 영향 구축기 목적이다
p21_u09,p21,ce0.1,경북 배표 일단지인 경습일부와 언론 중세위원회 관해 조류는 물론 질문질사을 통해 상호원 긍정적 영향 구축이 목적이다
p21_u09,p21,ce0.5,경북 대표 일관적인 경부일보와 언론 공세위원회 관의 기류는 물론 질문 질사을 통해 한무관 김성석 영향 급측이 목적이다
p21_u09,p21,ce1.0,정북 대표 일단적인 경북일보와 언론 중제위원회 관의 거류는 물론 질문일답을 통해 성관 공정석 영향 측이 목적이다
p21_u09,p21,ce2.0,정북 대표 일관 지인 경북일보와 언론 공제위원에 관의 그류는 물론 질문 질답을 통해 한공관 공정적 영향 극의 목적이다
p21_u09,p21,ce5.0,경북 대표 일단 지인 경북일보와 언론 중대위원회 관의 거류는 물론 질문질갑을 통해 한관 공정적 영향 측기 목적이다
p21_u09,p21,ce10.0,정북 대표 일관적린 경국일보와 언론 동제 위원에 관의 교류는 물론 질은 들갑을 통해 상공한 공정적 영향 측의 목적이다
p21_u10,p21,taps,장인는 용의 훼손을 주요 전 쩜 사 건 치 매트 벌론 중세위원 스스로 진행됐다
p21_u10,p21,ce0.0,박인은 영예 훼손에 줄어져 던 포살 권 치매 등 원론 중세위원회 승으로 진행됐다
p21_u10,p21,ce0.1,장인는 용의 훼손을 주려전 쩜 사 번스메트 언론 중세 위원 스으로 진행됐다
p21_u10,p21,ce0.5,장인는 영예 활손에 집겨져 있던 사 건 츠 매트 언론 봉세 위원회 스으로 진행됐다
p21_u10,p21,ce1.0,장인은 용예 훼손에 돌려져 던 사 원 치매등 원론 동세위원회 으로 진행됐다
p21_u10,p21,ce2.0,장인은 병의 활손에 주려되 던 사 권 트 맺 언론 중세위원 근으로 진행됐다
p21_u10,p21,ce5.0,강인은 병의 활손에 주려드 던 팔 전치 매드 언론 동체위원에 흔으로 진행됐다
p21_u10,p21,ce10.0,강인은 병예 훼손에 주려은 쩜 포상권스 메트 언론 동세위원회 폰으로 진행됐다
p21_u11,p21,taps,특히 명예 훼손과 소상권 신을 부분이 실제 원충리에서도 가장 법석 카드가 많았기에 이에 대한 자세한 설명이 이뤄졌다
p21_u11,p21,ce0.0,특히 명예 훼성과 소사 권신을 부분이 실제 원충위에서도 가장 법석카례가 많았기에 이에 대한 자세한 설명이 이뤄졌다
p21_u11,p21,ce0.1,특히 명예 훼성과 소사번신내 부분이 실질 언승리에서도 가장 접 카례과 많았 기에 이에 대한 자세한 설명이 이뤄졌다
p21_u11,p21,ce0.5,히 명예 훼성과 소상권 신내 부분이 실제 원승에서도 가장 덧한 사례과 많악 기에 이에 대한 자세한 설명이 이뤄졌다
p21_u11,p21,ce1.0,특히 명예 사동과 소사건체를 부분이 실제 원승리에서도 가장 힌 카례가 많았기에 이에 대한 자세한 설명이 이뤄졌다
p21_u11,p21,ce2.0,특히 명예 훼손과 소사권 침내 부분이 실제 원승류에서도 가장 정 사례과 많았 기에 이에 대한 자세한 설명이 이뤄졌다
p21_u11,p21,ce5.0,특히 명예 수공과 사권 취뢰 부분이 실제 언승리의 호도 가장  사례과 많았기에 이에 대한 자세한 설명이 이뤄졌다
p21_u11,p21,ce10.0,특히 명예 훼손과 소상권 흔을 부분이 실체 언승리에 소도 가장 거 사례과가 많나 기인했 이에 대한 자세한 설명이 이뤄졌다
p21_u12,p21,taps,방사자 특검 여부가 혁신 조소로 꼽혔으며 문소리아는 심기 얼고리 크로된 경우가 집표적이었다
p21_u12,p21,ce0.0,강사자 특정 여부가 혁신 조소로 꼽혔으며 문소리아는 신기 얼고리 클로된 경우가 집표적이었다
p21_u12,p21,ce0.1,강사자 특정 여부가 향신 조소로 꼽혔으며 문소리아는 신기 얼고리 키로 업된 경우가 집표되이었다
p21_u12,p21,ce0.5,강파자 특별 여부가 혁신 교소로 꼽혔으며 문소리아는 신기 얼고리 클로 작된 경우가 집표적이었다
p21_u12,p21,ce1.0,강카당 특풍 여부가 혁창 교소로 꼽혔으며 문도리아는 심기 얼고리 클로 도된 경우가 집표져 이었다
p21_u12,p21,ce2.0,강사장 특별 여부가 협신 교소로 꼽혔으며 문도리아는 시민 얼굴리 클로 소업된 경우가 풀적이었다
p21_u12,p21,ce5.0,강사장 특별 여부가 학생 교소로 꼽혔으며 문도리아는 신근 얼고리 크로 소된 경우가 효적이다
p21_u12,p21,ce10.0,강사장 특풍 여부가 학생 교소로 꼽혔으며 문도리아는 신백 의고리 클로소업된 경우가 부표도이웠다
p21_u13,p21,taps,얼굴 외에도 전화번호가 기가 특정할 수 수 있는 부분의 노출여부로 신승해야 한다고 비현했다
p21_u13,p21,ce0.0,일굴 외에도 전화번호가 기가 특정할 수 수 있는 부분에 노출적부로 신승해야 한다고 주연했다
p21_u13,p21,ce0.1,얼굴 외에도 전화번호가 기다 특정할 수도 있는 부분의 노을를 여부로 승승해야 한다고 주연했다
p21_u13,p21,ce0.5,얼올굴 외에도 전화번호가 강가 특정활 도 있는 부분에 모트를 여부고 승중해야 한다고 비명했다
p21_u13,p21,ce1.0,의굴 외로 전화번호와 제가 특정을  있는 부분에 노을 여로 생수해야 한다고 주했다
p21_u13,p21,ce2.0,얼굴 외에도 변화번호와 대가 특정할 수뿐 는 부분의 노트를 여부로 생승해야 한다고 비난했다
p21_u13,p21,ce5.0,얼굴 외에도 변화번호와 교타 특정할 도 있는 부분의 모을 여부로 스해야 한다고 분했다
p21_u13,p21,ce10.0,얼굴 외에도 변화번호가 급파 특정을  있는 부분의 모트를 여부로 신술해야 한다고 분명했다
p21_u14,p21,taps,치적 통이 영수적 통이 공교적 통이 등 보안방법도 소환됐고 무엇보다도 공익에 대한 여부가 가장 크자고 강조됐다
p21_u14,p21,ce0.0,치적 통이 영시적 통이 공교적 리 등 보한방법도 소환됐고 무엇보다도 국립에 대한 여부가 가장 태자고 강소됐다
p21_u14,p21,ce0.1,실적 통이 명수적 통이 공교적 통이 등 보한방법도 소환됐고 무법보다도 공익에 대한 여부가 가장 태사고 강소됐다
p21_u14,p21,ce0.5,시적 통이 명수적 통 공교적 동료 등 보안방법도 제언됐도 엇보다도 국익에 대한 여부가 가장 판하고 강조됐다
p21_u14,p21,ce1.0,시적 이 용실적 통 공교적 독료 등 보한방법도 제안됐고 겁보다소 국립에 대한 여부가 가장 큰하고 강소됐
p21_u14,p21,ce2.0,시적 통이 영술적 통이 공교적 동일 중 보안 방법도 교언됐고 무엇보다도 국인에 대한 여부가 가장 크나고 강조됐다
p21_u14,p21,ce5.0,실적 통이 영수적 통 공교적 동료 등 보안 방법도 조언됐고 무엇보다도 공익에 대한 여부와 가장 크나고 강소됐다
p21_u14,p21,ce10.0,치적 통이 영수적 분이 공교적 도미 등 보안 방법도 소언됐고 엇보다도 공익에 대한 여부가 가장 크다고 강소됐다
p21_u15,p21,taps,여동북 언론진제위원회 대구 사소장은 공익보도를 위해 특정 부분의 심캉 항의도 가능하다며 김 강이 시간동안 강의매줘서 감사들인다라고 말했다
p21_u15,p21,ce0.0,여동북 언론진제위원회 대구 사무소장은 공익 보도를 위해 특정 부분의 심함 항의도 가능하다며 김 강이 시간동안 강이의매로서 감사들 인다라고 말했다
p21_u15,p21,ce0.1,여동북 언론경제위원회 대구 사무소장은 공익 보도를 위해 특정 부분의 실캉 항의도 가능하다며 김상이 시간동안 장애임내줘서 감찰들인다라고 말했다
p21_u15,p21,ce0.5,여동북 언론경제위원회 대구 사무소장은 공익 보도를 위해 특정 부분의 심 항도 가능하다며 김 장이 시간동안 관애유내로서 감사들인다라고 말했다
p21_u15,p21,ce1.0,여동국 언론김제위원회 대구 사무보장은 공익 보도를 위해 특정 부분의 상 항위도 가능하다며 장이 시간 동안 방일의회줘서 검사들인다라고 말했다
p21_u15,p21,ce2.0,여동국 언론경제위원회 대구 사호보장은 공육보도를 위해 특정 부분의 의도 가능하다며 이 시간동안 방유내로서 검사들인다라고 말했다
p21_u15,p21,ce5.0,여동북 언론동대위원회 배구 사무서장은 동입 보도를 위해 특정 부분의 캉 항이도 가능하다며 그 강에 실안동안 관일유내 조서 검사들인다라고 말했다
p21_u15,p21,ce10.0,여동국 언론경대위원회 발구 사무소장은 공익 보도를 위해 특강 부분의 승캉 항에도 가능하다며 분관이 시장동안 관일위내조서 검사들인다라고 말했다
p21_u16,p21,taps,한편 언론중재위원회는 대구 부산 광주 대전 경기 상원 승북 정북 경남제주 등 열곳의 지역 사무소를 두고 있다
p21_u16,p21,ce0.0,한편 언론 중재위원회는 대구 부산 광주 대전 장기 강원 한북 전북 강남제주 등 열 곳의 지역 사무소를 두고 있다
p21_u16,p21,ce0.1,한편 언론 중세위원회는 대구 부산 광주 대선 장기 당원 실북 전북 강남제주 등 열 곳의 지역 사소를 두고 있다
p21_u16,p21,ce0.5,한편 언론 진태위원회는 대구 산 광주 대선 경기 강원 충북 전북 강남제주 등 열 곳의 지역감소를 두고 있다
p21_u16,p21,ce1.0,한편 언론 중대위원회는 대구 부산 광주 대단 경비 강원 승및 전북 강남제주 등 열 곳의 지역 사소를 두고 있다
p21_u16,p21,ce2.0,한편 언론 침세위원회는 대구 산 광주 대전 경비 강원 충북 전북 강남대주 등 열 곳의 지역사문소를 두고 있다
p21_u16,p21,ce5.0,한편 언론 동세위원회는 대구 부산 광주 대전 경기 강원 승북 전북 경남대류 등 열 곳 의 지역 사무소를 두고 있다
p21_u16,p21,ce10.0,한편 언론 동해위원회는 대우 부산 광주 대선 경기 강원 북전북 경남제주 등 열 곳 의 주역 사무소를 두고 있다
p21_u17,p21,taps,이재명 더불어민주당 대표 후보가 이십 일 일 강주에서 한 여성의 쌓인 요청을 거절하는 모습이 포착돼 온라인을 중심으로 화재를 모이고 있다
p21_u17,p21,ce0.0,이재명 더불어민주당 대표 후보가 이십 일 일 강주에서 한 여성의 쌓인 요청을 거절하는 모습이 포착돼 온라인을 중심으로 카드를 모이고 있다
p21_u17,p21,ce0.1,이재명 더불어민주당 대표 후보가 이십 일 일 강주에서 한 여성이 쌓인 요청을 거절하는 모습이 포착돼 온라인을 중심으로 화재를 모이고 있다
p21_u17,p21,ce0.5,이들명 더불어민주당 대표 후보가 이십 이 일 광주에서 한 여성의 쌓인 요청을 거뒀하는 모습이 포착돼 온라인을 중심으로 화드를 모고 있다
p21_u17,p21,ce1.0,이대명 더불어민주당 대표 후보가 이십이 일 강제에서 한 여성의 쌓인 요청을 거뒀하는 모습이 포착돼 온라인을 중심으로 화드를 모고 있다
p21_u17,p21,ce2.0,이째명 더불어민주당 대피 후보가 이십이 일 강주에서 한 여성의 쌓인 요청을 거뒀하는 모습이 포착돼 온라인을 중심으로 카드를 모고 있다
p21_u17,p21,ce5.0,이재명 더불어민주당 대표 후보가 이십 일 일 강습에서 한 여성의 쌓인 요통을 거뒀하는 모습이 포착돼 온라인을 중심으로 화쇄를 모고 있다
p21_u17,p21,ce10.0,이재명 더불어민주당 대표 후보가 이십이 일 강조에서 한 여성의 쌓인 요통을 거절하는 모습이 포착되 온라인을 중심으로 화쇄를 모고 있다
p21_u18,p21,taps,이 후보는 이날 오후 민주당 당 대표 및 최고위원 후보들의 합독 연설회가 열린 광주 김대중 컨찰 선센터를 찾았다
p21_u18,p21,ce0.0,이 후보는 이날 오후 민주당 당 대표및 최고위영 후보들의 합풍 연설회가 열린 광주 김대중 컨널 선 센터를 찾았다
p21_u18,p21,ce0.1,이 후보는 이날 오후 민주당 당대표 및 최고위원 후보들의 합등 연설회가 열린 광주 김대은 컨벤 선센터를 찾았다
p21_u18,p21,ce0.5,이 후보는 민날 의후 민주당 당 대표 및 최고 위원 후보들의 합풍 연설회가 열린 광주 김대중 컨찰선센터를 찾았다
p21_u18,p21,ce1.0,이 후보는 이날 오후 민주당 당 대표 및 최고위원 후보들의 합북 연설회가 열리 광주오 김대층 컨쇄 센센터를 찾았다
p21_u18,p21,ce2.0,이 후보는 이날 오후 민주당 당 대표 및 최고위원 후보들의 합국 연설회가 열린 광주 김대중 컨벤 선센터를 찾았다
p21_u18,p21,ce5.0,이 후보는 이날 오후 민주당 반배품 및 최고위원 후보들의 합풍 연설회가 열린 광주 김대슨 판배 선센터를 찾았다
p21_u18,p21,ce10.0,이 후보는 이날 오후 민주당 박대표 및 최고위원 후보들의 합북 연설회가 열린 광주 김대중 판센 선센터를 찾았다
p21_u19,p21,taps,이 후보가 찰서 내리자 그 지지자들이 몰려들었고 그는 지지자들과 중국인사를 나누거나 손을 흔들기도 했다
p21_u19,p21,ce0.0,이 후부가 참에서 내리자 그의 지지자들이 몰려 들었고 그는 지지자들과 주모에사를 나누거나 손을 흔들기도 했다
p21_u19,p21,ce0.1,이 후부가 잘에서 내리자 그의 주치자들이 몰려 들었고 그는 지지자들과 주국인사를 다누거나 손을 흔들기도 했다
p21_u19,p21,ce0.5,이 후부가 차서 내리자 급를 지기자들이 몰려 들었고 그는 지지자들과 두목에사를 나누거나 손을 흔들기도 했다
p21_u19,p21,ce1.0,이 후보가 차에서 내밀자 그의 주지자들이 몰려 들었고 그는 지지자들과 방법인사를 나누거나 통을 흔들기도 했다
p21_u19,p21,ce2.0,이 후보가 타에서 내리자 그의 지지자들이 몰려 들었고 그는 지지자들과 두억인사를 나누거나 손들 흔들기도 했다
p21_u19,p21,ce5.0,이 후보가 잘서 내비자 그에 기지자들이 몰려들었고 는 기지자들과 조망이사를 나누거나 손을 흔들기도 했다
p21_u19,p21,ce10.0,이 후부가 타에서 내리다 부에 기치자들이 몰려 들었고 그는 기진자들과 주국밀사를 나누거나 을 손들기도 했다
p21_u20,p21,taps,이 후보는 이날 민주당 떠빠신 감수 전남지역에 경선 투표에서 특표율 팔십 퍼센트를 유박하는 피를 얻으며 앞생을 거었다
p21_u20,p21,ce0.0,이 후보는 이날 민주당 떠빠신 광수 전남지역에 경선 투표에서 특표율 팔십 퍼센트를 유박하는 표를 얻으며 앞증을 거었다
p21_u20,p21,ce0.1,이 후보는 이날 민주당 떠빠신 광술 전남지역에 경선 투표에서 특표율 팔십 퍼센트를 유박하는 피를 얻으며 앞생을 거뒀다
p21_u20,p21,ce0.5,이 후보는 이날 민주당 떠 파신 강술 전남지역에 경선 투표에서 특표의 팔십 퍼센트를 유박하는 피를 얻으며 앞등을 거었다
p21_u20,p21,ce1.0,이 후보는 이날 민주당 파파신 당승 전남지역에 경선 투표에서 특요율 팔십 퍼센트를 유박하는 피를 얻으며 앞등을 거었다
p21_u20,p21,ce2.0,이 후보는 이날 민주당파파신 당술 전남지역에 경선투표에서 특표율 팔십 퍼센트를 유박하는 표를 얻으며 앞등을 거뒀다
p21_u20,p21,ce5.0,이 후보는 이날 민주당 떠파신 강설 전남지역에 강선 투표에서 특표율 팔십 퍼센트에 유박하는 표를 얻으며 앞승을 고었다
p21_u20,p21,ce10.0,이 후보는 은날 민주당 파파스는 광소 전남수역에 경선 투표에서 특표율 팔십 퍼센트를 육박하는 표를 얻으며 앞증을 거뒀다
p21_u21,p21,taps,이 후보의 이날 모습은 그의 기치자들이 올린 위트불 양상에 담겨는데 여기에는 그가 사인 요청을 거스하는 상점도 포착됐다
p21_u21,p21,ce0.0,이 후부의 이날 모습은 그의 귀치자들이 올린위트불 양상에 담겨는데 여기에는 그가 쌓인 요청을 거스하는 상점도 포착됐다
p21_u21,p21,ce0.1,이 후부의 이날 모습은 그의 둘치자들이 올린니루트불 양상에 담겨는데 여기에는 그가 사인 요상을 거스라는 상면도 포착됐다
p21_u21,p21,ce0.5,이 후볼의 이날 모습은 그의 기필자들이 올린니 위트부 양상에 담겨는데 여기에는 그가 짜인 요통을 거스라는 자면도 포착했다
p21_u21,p21,ce1.0,이 후보의 이날 모습은 그의 지째자들이 올린니 위트부 영상에 담견는데 여기에는 그가 땅인 요청을 거어라는 상장도 포착됐다
p21_u21,p21,ce2.0,이 후보의 이날 모습은 그의 지진자들이 올린니 루트부 양상에 반견는데 여기에는 그과 짜인 요상을 거어라는 성면도 포착혔다
p21_u21,p21,ce5.0,이 후보의 이날 모습은 그의 지술자들이 올린 유크부 양상에 반견는데 여기에는 그가 딸인 흐통을 거어라는 전면도 포착됐다
p21_u21,p21,ce10.0,이 후부의 유날 모습은 그의 위치자들이 올린 니트부 양상에 반견는데 여기에는 그가 싸인 요상을 거어라는 성면도 포잡했다
p21_u22,p21,taps,단동색 상이를 입은 한 여성이 가방에서 책 한권을 꺼낸 이 후보에게 사인을 요청했다
p21_u22,p21,ce0.0,단동색 상위를 입은 한 여성이 가방에서 책 한권을 꺼낸 이 후보에게 쌓인을 요청했다
p21_u22,p21,ce0.1,단동색 상위를 입은 한 여성이 가방에서 착 한건을 꺼낸 이 후보에게 사인을 요청했다
p21_u22,p21,ce0.5,단동식 상위를 입은 한 여성이 가방에서 특 한거을 꺼낸 이스부에게 짜인을 요청했다
p21_u22,p21,ce1.0,단농색 장위를 입은 한 여성이 가방에서 착 한권을 꺼낸 이 후보에게 짜인을 요청이했다
p21_u22,p21,ce2.0,단동색 사위를 입은 한 여성이 가방에서 택 판번을 꺼낸 이 후보에게 짜인을 요청했다
p21_u22,p21,ce5.0,부동색 상위를 입은 한 여성이 가방의 서택 한건을 꺼낸 이 후보에게 짜인을 요청했다
p21_u22,p21,ce10.0,영색 상위를 입은 한 여성이 가방 서책 한거을 뻔낸 이 후부에게 라인을 요청했다
p21_u23,p21,taps,이 후포는 책을 받아들고 표지를 요심이보더니 다시 여성에게 책을 돌려졌다
p21_u23,p21,ce0.0,이 후본는 책을 받아들고 표지을 요승이보더니 다시 여성에게 책을 돌려졌다
p21_u23,p21,ce0.1,이 후보는 책을 받아들고 퇴지을 요승이 보더니 다시 여성에게 책을 돌려졌다
p21_u23,p21,ce0.5,이 후포는 책을 받아들고 표지을 요승을 고더니 다시 여성에게 책을 돌려졌다
p21_u23,p21,ce1.0,미 후포는 택을 받아들고 표지를 요승일 보더니 자십 여성에게 택을 돌려졌다
p21_u23,p21,ce2.0,이 후보는 특을 받아들고 표지를 요승일 보더니 맛실 여성에께찍을 돌려다
p21_u23,p21,ce5.0,후보는 퇴을 받아들고 표지를 육신일 보더니 다시 여형에에게 책게 돌려 다
p21_u23,p21,ce10.0,미후보의 책을 받아들고 표지를 유승일 보더니 과실 여성에게 택게 돌려졌다
p21_u24,p21,taps,이 여성은 제차 사인을 요청했으나 이 후보는 국회를 다른 쪽으로 돌려 거부 인사를 표명했다
p21_u24,p21,ce0.0,이 여성은 재차 사인을 요청했으나 이 후보는 고개를 다른 쪽으로 돌려 거부 유사를 표명했다
p21_u24,p21,ce0.1,이 여성은 제차 사인을 요청했으나 이 후보는 두 배를 다른 속으로 돌려 거부 유사를 측련했다
p21_u24,p21,ce0.5,이 여성은 절차 짜인을 요청이했으나 이 후보는 국회를 다른 속으로 돌려 거부 의사를 치련했다
p21_u24,p21,ce1.0,이 여성은 제차 타인을 요청이으나 이 후보는 국회를 다른 속으로 돌려 거부 의사를 훈련했다
p21_u24,p21,ce2.0,이 여성은 제차 짜인을 요청했으나 이 후보는 국회를 다른 쪽으로 돌려 거복 의사를 표론했다
p21_u24,p21,ce5.0,이 여성은 제 사인을 요청했으나 이 후보는 구글를 다른 쪽으로 돌려 거부 의사를 표명했다
p21_u24,p21,ce10.0,이 여성은 제차 타인을 요청했으나 이 후보는 그글를 다른 쪽으로 돌려 거복 의사를 표명했다
p21_u25,p21,taps,그러자 이 후보에 옆에 있던 한 남성은 해당 여성에게 손으로 액시 표지를 하고 고개를 전었다
p21_u25,p21,ce0.0,그러자 이후부에 옆피 있던 한 남성은 하장 여성에게 손으로 액시 필지를 하고 고개를 접었다
p21_u25,p21,ce0.1,그러자 이 후보에 옆에 있던 한 남성은 하당 여성에게 손으로 액스 필지를 하고 무개를 접었다
p21_u25,p21,ce0.5,그러나 이후부에 여을 있던 한 남성은 해당 여성에게 손으로 액시 표지를 하고 고개를 덮었다
p21_u25,p21,ce1.0,그러나 이십오 에 여에 있던 한 남성은 해당 여성에게 손으로 액스필지를 사고 고개를 더었다
p21_u25,p21,ce2.0,그러나 이 후보에 여에 있던 한 남성은 해당 여성에게 손으로 액집 표지를 하고 고개를 덮었다
p21_u25,p21,ce5.0,그러다 이 후보에 여에 있던 한 남송는 해당 여성에게 손으로 액스 출시를 하고 고개를 놓었다
p21_u25,p21,ce10.0,그러다 이 후부에 여을있던 한 남성은 해당 여성에게 손으로 액스 필시를 타고 고개를 놓었다
p21_u26,p21,taps,이 후보가 쌓인을 하지 않을 것인니 더 이상 요청하지 말란을 매비인 것으로 보인다
p21_u26,p21,ce0.0,이 후보가 쌓인을 하지 않을 것이니 더 이상 요청하지 말란을 내리인 것으로 보인다
p21_u26,p21,ce0.1,이 후보가 쌓인을 하지 않을 것인니 더 이상 요청하지 말라을 느리는 것으로 보인다
p21_u26,p21,ce0.5,인 후부가 쌓인을 하지 않을 것인니 더 이상 교차하지 말라는 레로스로 보인다
p21_u26,p21,ce1.0,인후보가 쌓인을 하지 않을 것인이니 더 이상 요청하지 말라는 의미 것으로 보인다
p21_u26,p21,ce2.0,이 후보가 쌓인을 하지 않을 것이니 더 이상 요차가지 말라는 의문인 것으로 보인다
p21_u26,p21,ce5.0,이 후보가 쌓인을 하지 않을 것이니 더 이상 육평하지 말라는 느미는 것으로 보인다
p21_u26,p21,ce10.0,이후보가 쌓인을 하지 않을 것인니 더 이상 육청하지 말라는 우료한 것으로 보입다
p21_u27,p21,taps,이 후보가 쌓인을 거부한 인유는 여성이 내미 책때문인 것으로 네켜진은 습색하고 있다
p21_u27,p21,ce0.0,이 후부가 사인을 거부한 인유은 여성이 내미 책때문인 것으로 네티진되은 착작하고 있다
p21_u27,p21,ce0.1,이 후보가 사인을 거부한 의에은 여성이 내미 책때문인 것으로 네춰진은 착색하고 있다
p21_u27,p21,ce0.5,인후보가 쌓인을 거부한 인에은 여성이 내미 책백문인 것으로 네터진은 소색하고 있다
p21_u27,p21,ce1.0,후보가 짜인을 거부한 인유는 여성이 내미 택때문인 것으로 네티진들은 생각하고 있다
p21_u27,p21,ce2.0,후부가 쌓인을 거부한 인유은 여성이 내린 택배 문인 것으로 네티들은 생각하고 있
p21_u27,p21,ce5.0,이 후보가 쌓인을 거부한 인유는 여성이 내린 택배문인 것으로 내표수들은 속색하고 있다
p21_u27,p21,ce10.0,이 후부가 사인을 거부한 인유는 여성이 내린 배문인 것으로 네티준들은 속색하고 있다
p21_u28,p21,taps,영상에서 해당 새기정확하게 보이진 않지만 흰색 펼제 빚치와 곧바이 이틀명 아니냐는 주장이 제기됐다
p21_u28,p21,ce0.0,영상에서 해당 체비정확사에 보이진 않지만 현재 표지 비치와 곧바이 이틀 명 아니냐는 주장이 제기됐다
p21_u28,p21,ce0.1,영상에서 해당 세비상원 사게 도이진 않지만 흰색 최직 비치와 부바이 이틀 명 아니면는 주장이 제기됐다
p21_u28,p21,ce0.5,영상에서 해당 첼비사확 사게 보이지 않지만 현재 표지의 비치와 모바이 이틀 명 아니면는 주장이 제기됐다
p21_u28,p21,ce1.0,영상에서 해당 차비상원 사게 보이진 않지만 행색 표직의 비치와 곧바이 이네명 아니냐는 부담이 제기됐다
p21_u28,p21,ce2.0,명상에서 해당 살비상원 사게 보이진 않지만 흰세 표지의 비이와 곧바이 이재 명 아니냐는 주장이 제기됐다
p21_u28,p21,ce5.0,명상에서 해당 살비정확하게 보이진 않지만 흰세 표직에 빚이와 고바이 이세명 안아니냐는 부단이 제기됐다
p21_u28,p21,ce10.0,영상에서 해당 세비 정원사게 보이진 않지만 흰세 표수의 비치어 고바이 이흔 명이 아니냐는 부상이 제기됐다
p21_u29,p21,taps,장년화 변호사가 지난해 십 이 월 출가한 이 책은 이 후보와 그의 측명이 조 이재선씨의 갈등을 다었다
p21_u29,p21,ce0.0,강령화 변호사가 지난해 십 이 월 출가한 이 책은 이술보와 그의 측영인 보 이재손씨의 갈등을 다었다
p21_u29,p21,ce0.1,강영한 변호사가 지난해 십 이 월 출가한 이 책은 이술보와 그의 생명인 보 이재선씨의 갈등을 다었다
p21_u29,p21,ce0.5,강명화 변호사가 지난해 십 이 월 출가한 유책은 이수보와 급의 측령인  입에선치의 갈등을 다었다
p21_u29,p21,ce1.0,강화 변호사가 지난해 십 이 월 출가한 이책은 이 승보와 그의 생령이 보 입의손치의 갈등을 다었다
p21_u29,p21,ce2.0,강영화 변호사가 지난해 십 이 월 출가한 이책은 이 승보와 그의 측령인 고 이집권치의 갈등을 받었다
p21_u29,p21,ce5.0,강명화 변호사가 지난해 십 이 월 출간한 이책은 이 후보와 그의 측령인 보 이손씨의 갈등을 받었다
p21_u29,p21,ce10.0,강명화 변호사가 지난해 십 이 월 출간한 이책은 이 후보와 교의 측령인을 도 이대손씨의 갈등을 받었다
p21_u30,p21,taps,임주당은 장변호사가 이제 선씨의 일방적인  수량을 담았다며 항내금지 가처분 신상을 했지만 법원은 이를 기각한 바 있다
p21_u30,p21,ce0.0,민주당은 장전호사가 이제 선씨의 일방적인 수장을 담았다며 판매 금식 가처보의 신청을 했지만 법원은 이를 기각한 바 있다
p21_u30,p21,ce0.1,윤수당은 장전호사가 이세선시의 일방적인 수장을 담았다며 판매금식 가처보의 신상을 했지만 법원은 이를 기각한 바 있다
p21_u30,p21,ce0.5,윤수당은 장변호사가 이재선씨의 일방적인 수장을 담았다며 판내 금직 과처보의 신창을 했지만 법원은 이를 기각한 바 있다
p21_u30,p21,ce1.0,임주당은 장변호사가 이세 선씨의 일방적인 수정을 담았다며 판내 금지 가처보 신상을 했지만 법원은 이을 기각한 바 있다
p21_u30,p21,ce2.0,윤주당은 장변호사가 이세선실의 일방적인 주장을 담았다며 판내 금식 가처분 신청을했지만 법원은 이를 기각한 바 있다
p21_u30,p21,ce5.0,윤주당은 당변호사가 이세 선씨의 일방적인 수단을 감았다며 한내 금식 과처보의 신상을 했지만 법원은 이를 기각한 바 있다
p21_u30,p21,ce10.0,윤주당은 장변호사가 이세선실의 일방적인 수단에 담았다며 항내 금식 과처분 신상을 했지만 법원은 입에 기급한 바 있다
p21_u31,p21,taps,이송군이 국맹자체의 트를 강화하는 일레 주민 총해를 개책기요해 주목된다
p21_u31,p21,ce0.0,이성군이 국민자체의 최를 강화하는 일레의 주민 총해를 개책기요해 주목된다
p21_u31,p21,ce0.1,이성군이 국민자체의 최을 강화하는 일레 주민 송해를 책기요할 주목된다
p21_u31,p21,ce0.5,이성군이 국민자체의 체을 강화하는 일레 치인 총해를 책기 사에 주목된다
p21_u31,p21,ce1.0,인천군이 국민 자체의 스을 강화하는 밀레이 국긴 총계를 책기루에 주목된다
p21_u31,p21,ce2.0,이성군이 국민자체의 틀을 강화하는 일레 전긴 총계를 개찾기롯할 계목된다
