utt,spk,cond,hyp
p00_u40,p00,taps_notch,"이용요금은 14세 이상 12,000원, 어린이 8,000원이며 7,990원에는 50% 할인된다."
p00_u40,p00,ce_notch,"위용요금은 14세 이상 12,000원, 어린이 8,000원이며 7,992는 50% 할인된다."
p00_u40,p00,hyb_tapsLow_ceHigh,"이용요금은 14세 이상 12,000원, 어린이 8,000원이며 7,900원에는 50% 할인된다."
p00_u40,p00,hyb_ceLow_tapsHigh,"위용요금은 14세 이상 12,000원, 어린이 8,000원이며 7구 구매는 50% 할인된다."
p00_u41,p00,mix0.00,다른 지역 방문객도 5천원으로 50% 할인권 구매가 가능해 2만 5천원이면 하인 가족이 이용할 수 있다.
p00_u41,p00,mix0.25,다른 지역 방문객도 5천원으로 50% 할인권 구매가 가능해 2만 5천원이면 하인 가족이 이용할 수 있다
p00_u41,p00,mix0.50,다른 지역 방문객도 5천원으로 50% 할인권 구매가 가능해 2만 5천원이면 하인 가족이 이용할 수 있다
p00_u41,p00,mix0.75,다른 지역 방문객도 5천 원으로 50% 할인권 구매가 가능해 2만 5천 원이면 하인 가족이 이용할 수 있다.
p00_u41,p00,mix1.00,다른 지역 방문객도 5천 원으로 50% 할인권 구매가 가능해 2만 5천 원이면 하인 가족이 이용할 수 있다.
p00_u41,p00,mix1.25,다른 지역 방문객도 5천 원으로 50% 할인권 구매가 가능해 2만 5천 원이면 하인 가족이 이용할 수 있다.
p00_u41,p00,mix1.50,다른 지역 방문객도 5천 원으로 50% 할인권 구매가 가능해 2만 5천 원이면 하인 가족이 이용할 수 있다.
p00_u41,p00,taps_lpf3k,다른 지역 방문객도 5천원으로 50% 할인권 구매가 가능해 2만 5천원이면 4인 가족이 이용할 수 있다.
p00_u41,p00,taps_lpf4k,다른 지역 방문객도 5천원으로 50% 할인권 구매가 가능해 2만 5천원이면 4인 가족이 이용할 수 있다.
p00_u41,p00,taps_lpf5k,다른 지역 방문객도 5천원으로 50% 할인권 구매가 가능해 2만 5천원이면 4인 가족이 이용할 수 있다.
p00_u41,p00,taps_lpf6k,다른 지역 방문객도 5천원으로 50% 할인권 구매가 가능해 2만 5천원이면 하인 가족이 이용할 수 있다.
p00_u41,p00,taps_lpf7k,다른 지역 방문객도 5천원으로 50% 할인권 구매가 가능해 2만 5천원이면 하인 가족이 이용할 수 있다.
p00_u41,p00,ce_lpf3k,다른 지역 방문객도 5천 원으로 50% 할인권 구매가 가능해 2만 5천 원이면 4인 가족이 이용할 수 있다.
p00_u41,p00,ce_lpf4k,다른 지역 방문객도 5천 원으로 50% 할인권 구매가 가능해 2만 5천 원이면 4인 가족이 이용할 수 있다.
p00_u41,p00,ce_lpf5k,다른 지역 방문객도 5천 원으로 50% 할인권 구매가 가능해 2만 5천 원이면 4인 가족이 이용할 수 있다.
p00_u41,p00,ce_lpf6k,다른 지역 방문객도 5천 원으로 50% 할인권 구매가 가능해 2만 5천 원이면 4인 가족이 이용할 수 있다.
p00_u41,p00,ce_lpf7k,다른 지역 방문객도 5천 원으로 50% 할인권 구매가 가능해 2만 5천 원이면 하인 가족이 이용할 수 있다.
p00_u41,p00,taps_notch,다른 지역 방문객도 5천원으로 50% 할인권 구매가 가능해 2만 5천원이면 하인 가족이 이용할 수 있다.
p00_u41,p00,ce_notch,다른 지역 방문객도 5천원으로 50% 할인권 구매가 가능해 2만 5천원이면 하인 가족이 이용할 수 있다.
p00_u41,p00,hyb_tapsLow_ceHigh,다른 지역 방문객도 5천 원으로 50% 할인권 구매가 가능해 2만 5천 원이면 4인 가족이 이용할 수 있다.
p00_u41,p00,hyb_ceLow_tapsHigh,다른 지역 방문객도 5천 원으로 50% 할인권 구매가 가능해 2만 5천 원이면 하인 가족이 이용할 수 있다.
p00_u42,p00,mix0.00,광역동 체제로 행정구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전특트소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,mix0.25,광역동 체제로 행정구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전티트소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,mix0.50,광역동 체제로 행정구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전특혜소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,mix0.75,광역동 체제로 행정구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전 투표소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,mix1.00,광역동 체제로 행정구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전투표소가 오는 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,mix1.25,광역동 체제로 형종구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전투표소가 오는 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,mix1.50,광역동 체제로 형전구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전투표소가 오는 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,taps_lpf3k,방역동 체제로 생존구역이 재판돼 10곳으로 줄었던 경기 부찬 지역 사전특트소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,taps_lpf4k,방역동 체제로 행정부역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전특회소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,taps_lpf5k,방역동 체제로 행정구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전특트소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,taps_lpf6k,광역동 체제로 행정구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전특트소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,taps_lpf7k,광역동 체제로 행정구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전특트소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,ce_lpf3k,광역동 체제로 성전구역이 개편돼 10곳으로 줄었던 경기 부천 지역 사전투표소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,ce_lpf4k,광역동 체제로 성전구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전투표소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,ce_lpf5k,광역동 체제로 성전구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전투표소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,ce_lpf6k,광역동 체제로 성전구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전투표소가 오는 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,ce_lpf7k,광역동 체제로 행정구역이 개편돼 10곳으로 줄었던 경기 부천 지역 사전투표소가 오는 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,taps_notch,광역동 체제로 행정구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전특트소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,ce_notch,광역동 체제로 성전구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전투표소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,hyb_tapsLow_ceHigh,광역동 체제로 행정구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전특회소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u42,p00,hyb_ceLow_tapsHigh,광역동 체제로 행정구역이 개편돼 10곳으로 줄었던 경기 부찬 지역 사전투표소가 오늘 3월 대선을 앞두고 36곳으로 원상복구된다.
p00_u43,p00,mix0.00,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 우원이 대표 발의한 공직선거법 일부 개정검율안이 과결됐다.
p00_u43,p00,mix0.25,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정검유란이 과결됐다.
p00_u43,p00,mix0.50,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정검율안이 가결됐다.
p00_u43,p00,mix0.75,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정 법률안이 가결됐다.
p00_u43,p00,mix1.00,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정 법률안이 가결됐다.
p00_u43,p00,mix1.25,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정 법률안이 가결됐다.
p00_u43,p00,mix1.50,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정 법률안이 가결됐다.
p00_u43,p00,taps_lpf3k,"12일 부천시와 선거관리위원회에 따르면, 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정검류란이 과결됐다."
p00_u43,p00,taps_lpf4k,"12일 부찬시와 선거관리위원회에 따르면, 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 우원이 대표 발의한 공직선거법 일부 개정검류란이 과결됐다."
p00_u43,p00,taps_lpf5k,"12일 부찬시와 선거관리위원회에 따르면, 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 우원이 대표 발의한 공직선거법 일부 개정검류란이 과결됐다."
p00_u43,p00,taps_lpf6k,"12일 부천시와 선거관리위원회에 따르면, 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정검류란이 과결됐다."
p00_u43,p00,taps_lpf7k,"12일 부천시와 선거관리위원회에 따르면, 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 우원이 대표 발의한 공직선거법 일부 개정검류란이 과결됐다."
p00_u43,p00,ce_lpf3k,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정 법률안이 가결됐다.
p00_u43,p00,ce_lpf4k,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정 법률안이 가결됐다.
p00_u43,p00,ce_lpf5k,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정 법률안이 가결됐다.
p00_u43,p00,ce_lpf6k,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정 법률안이 가결됐다.
p00_u43,p00,ce_lpf7k,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정 법률안이 가결됐다.
p00_u43,p00,taps_notch,"12일 부천시와 선거관리위원회에 따르면, 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 우원이 대표 발의한 공직선거법 일부 개정검류란이 과결됐다."
p00_u43,p00,ce_notch,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정 법률안이 가결됐다.
p00_u43,p00,hyb_tapsLow_ceHigh,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정 검율안이 과결됐다.
p00_u43,p00,hyb_ceLow_tapsHigh,12일 부천시와 선거관리위원회에 따르면 지난 11일 열린 국회 본회의에서 서영석 더불어민주당 의원이 대표 발의한 공직선거법 일부 개정 법률안이 가결됐다.
p00_u44,p00,mix0.00,"이 법률 안에는 행정구역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전의 수를 기준으로 사전투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,mix0.25,"이 법률 안에는 행정구역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전의 수를 기준으로 사전투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,mix0.50,"이 법률 안에는 행정구역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전의 수를 기준으로 사전투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,mix0.75,"이 법률 안에는 행정부역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전에 수를 기준으로 사전투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,mix1.00,"이 법률 안에는 행정부역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전에 수를 기준으로 사전투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,mix1.25,"이 법률 안에는 행정무역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전의 수를 기준으로 사전투표를 설치하고 선거 사무원을 선유하는 내용이 담겼다."
p00_u44,p00,mix1.50,"이 법률 안에는 행정무역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전에 수를 기준으로 사전투표를 설치하고 선거 사무원을 선유하는 내용이 담겼다."
p00_u44,p00,taps_lpf3k,"이 법률 안에는 생존구역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전에 수를 기준으로 사전투표소를 설치하고 선거사무원을 선임하는 내용이 담겼다."
p00_u44,p00,taps_lpf4k,"이 법률 안에는 행정구역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전의 수를 기준으로 사전투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,taps_lpf5k,"이 법률 안에는 행정구역 개편으로 급, 면, 동, 수가 줄어든 경우 개편 직전의 수를 기준으로 사전투표소를 설치하고 선거사무원을 선임하는 내용이 담겼다."
p00_u44,p00,taps_lpf6k,"이 법률 안에는 행정구역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전의 수를 기준으로 사전투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,taps_lpf7k,"이 법률 안에는 행정구역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전의 수를 기준으로 사전투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,ce_lpf3k,"이 법률안에는 행정무역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전에 수를 기준으로 사전 투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,ce_lpf4k,"이 법률 안에는 행정무역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전에 수를 기준으로 사전 투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,ce_lpf5k,"이 법률 안에는 행정무역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전에 수를 기준으로 사전 투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,ce_lpf6k,"이 법률안에는 행정무역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전에 수를 기준으로 사전투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,ce_lpf7k,"이 법률 안에는 행정무역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전에 수를 기준으로 사전투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,taps_notch,"이 법률안에는 행정구역 개편으로 뜻, 면, 동, 수가 줄어든 경우 개편 직전에 수를 기준으로 사전투표소를 설치하고 선거사무원을 선임하는 내용이 담겼다."
p00_u44,p00,ce_notch,"이 법률안에는 행정무역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전에 수를 기준으로 사전투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,hyb_tapsLow_ceHigh,"이 법률 안에는 행정구역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전의 수를 기준으로 사전투표소를 설치하고 선거 사무원을 선임하는 내용이 담겼다."
p00_u44,p00,hyb_ceLow_tapsHigh,"이 법률안에는 행정무역 개편으로 읍, 면, 동, 수가 줄어든 경우 개편 직전에 수를 기준으로 사전투표소를 설치하고 선거사무원을 선임하는 내용이 담겼다"
p00_u45,p00,mix0.00,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 개 20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,mix0.25,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 개 20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,mix0.50,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,mix0.75,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,mix1.00,계정된 법안은 오는 15일 공포와 동시에 수행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,mix1.25,개정된 법안은 오는 15일 공포와 동시에 수용돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,mix1.50,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,taps_lpf3k,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,taps_lpf4k,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,taps_lpf5k,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 개 20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,taps_lpf6k,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 개 20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,taps_lpf7k,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 개 20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,ce_lpf3k,개정된 법안은 오는 15일 공고와 동시에 시행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,ce_lpf4k,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,ce_lpf5k,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,ce_lpf6k,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,ce_lpf7k,개정된 법안은 오는 15일 공포와 동시에 수행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,taps_notch,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 개 20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,ce_notch,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,hyb_tapsLow_ceHigh,대정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u45,p00,hyb_ceLow_tapsHigh,개정된 법안은 오는 15일 공포와 동시에 시행돼 3월 9일 열리는 제20대 대통령 선거부터 적용될 예정이다.
p00_u46,p00,mix0.00,앞서 부천시는 지난 2019년 광역종 체제로 전환하면서 기존 36개 행정등이 열 곳으로 대폭 흡수됐다.
p00_u46,p00,mix0.25,앞서 부천시는 지난 2019년 광역종 체제로 전환하면서 기존 36개 행정동이 열 곳으로 대폭 극도됐다.
p00_u46,p00,mix0.50,앞서 부천시는 지난 2019년 광역종 체제로 전환하면서 기존 36개 행정동이 열 곳으로 대폭 축소됐다.
p00_u46,p00,mix0.75,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행정동이 열 것으로 대폭 숙소됐다.
p00_u46,p00,mix1.00,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행정동이 열 것으로 대폭 축소됐다.
p00_u46,p00,mix1.25,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행중동이 열 것으로 대폭 축소됐다.
p00_u46,p00,mix1.50,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행종동의 10곳으로 대폭 축소됐다.
p00_u46,p00,taps_lpf3k,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행정동이 열 곳으로 대폭 흡수됐다.
p00_u46,p00,taps_lpf4k,앞서 부천시는 지난 2019년 광역종 체제로 전환하면서 기존 36개 행정동이 열 곳으로 대폭 흡수됐다.
p00_u46,p00,taps_lpf5k,앞서 부천시는 지난 2019년 광역종 체제로 전환하면서 기존 36개 행정동이 열 곳으로 대폭 흡수됐다.
p00_u46,p00,taps_lpf6k,앞서 부천시는 지난 2019년 광역종 체제로 전환하면서 기존 36개 행정등이 열 곳으로 대폭 흡수됐다.
p00_u46,p00,taps_lpf7k,앞서 부천시는 지난 2019년 광역종 체제로 전환하면서 기존 36개 행정등이 열 곳으로 대폭 흡수됐다.
p00_u46,p00,ce_lpf3k,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행정동이 열 것으로 대폭 축소됐다.
p00_u46,p00,ce_lpf4k,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행정동이 열 것으로 대폭 축소됐다.
p00_u46,p00,ce_lpf5k,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행정동이 열 것으로 대폭 축소됐다.
p00_u46,p00,ce_lpf6k,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행정동이 열 것으로 대폭 축소됐다.
p00_u46,p00,ce_lpf7k,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행정동의 10곳으로 대폭 축소됐다.
p00_u46,p00,taps_notch,앞서 부천시는 지난 2019년 광역종 체제로 전환하면서 기존 36개 행정등이 열 곳으로 대폭 흡수됐다.
p00_u46,p00,ce_notch,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행중동이 열 것으로 대폭 축소됐다.
p00_u46,p00,hyb_tapsLow_ceHigh,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행정동이 열 곳으로 대폭 숙소됐다.
p00_u46,p00,hyb_ceLow_tapsHigh,앞서 부천시는 지난 2019년 광역동 체제로 전환하면서 기존 36개 행정동이 열 것으로 대폭 축소됐다.
p00_u47,p00,mix0.00,"이에 따라 사전특퇴소 수도 10개로 쭉 소대, 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 특퇴소까지 찾아가야 하는 필턴을 겪었다."
p00_u47,p00,mix0.25,이에 따라 사전특퇴소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 특퇴소까지 찾아가야 하는 필턴을 겪었다.
p00_u47,p00,mix0.50,"이에 따라, 사전특표소 수도 10개로 축소돼, 지난 2020년 제21대 총선 당시, 주민들이 멀리 떨어진 특표소까지 찾아가야 하는 길편을 겪었다."
p00_u47,p00,mix0.75,이에 따라 사전투표소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 투표소까지 찾아가야 하는 불편을 겪었다.
p00_u47,p00,mix1.00,이에 따라 사전투표소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 투표소까지 찾아가야 하는 불편을 겪었다.
p00_u47,p00,mix1.25,이에 따라 사전투표소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 투표소까지 찾아가야 하는 불편을 겪었다.
p00_u47,p00,mix1.50,이에 따라 사전 득표소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 득표소까지 찾아가야 하는 불편을 겪었다.
p00_u47,p00,taps_lpf3k,이에 따라 사전 특퇴소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 특퇴소까지 찾아가야 하는 질선을 겪었다.
p00_u47,p00,taps_lpf4k,이에 따라 사전특퇴소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 특퇴소까지 찾아가야 하는 필턴을 겪었다.
p00_u47,p00,taps_lpf5k,이에 따라 사전특퇴소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 특퇴소까지 찾아가야 하는 필턴을 겪었다.
p00_u47,p00,taps_lpf6k,"이에 따라 사전특퇴소 수도 10개로 쭉 소대, 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 특퇴소까지 찾아가야 하는 필턴을 겪었다."
p00_u47,p00,taps_lpf7k,"이에 따라 사전특퇴소 수도 10개로 쭉 소대, 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 특퇴소까지 찾아가야 하는 필턴을 겪었다."
p00_u47,p00,ce_lpf3k,이에 따라 사전특표소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 특표소까지 찾아가야 하는 불편을 겪었다.
p00_u47,p00,ce_lpf4k,"이에 따라, 사전 득표소 수도 10개로 축소돼, 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 득표소까지 찾아가야 하는 불편을 겪었다."
p00_u47,p00,ce_lpf5k,이에 따라 사전 득표소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 득표소까지 찾아가야 하는 불편을 겪었다.
p00_u47,p00,ce_lpf6k,이에 따라 사전투표소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 투표소까지 찾아가야 하는 불편을 겪었다.
p00_u47,p00,ce_lpf7k,이에 따라 사전투표소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 투표소까지 찾아가야 하는 불편을 겪었다.
p00_u47,p00,taps_notch,이에 따라 사전특퇴소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 특퇴소까지 찾아가야 하는 필턴을 겪었다.
p00_u47,p00,ce_notch,이에 따라 사전특표소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 특표소까지 찾아가야 하는 불편을 겪었다.
p00_u47,p00,hyb_tapsLow_ceHigh,이에 따라 사전 특퇴소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 특퇴소까지 찾아가야 하는 필턴을 겪었다.
p00_u47,p00,hyb_ceLow_tapsHigh,이에 따라 사전특표소 수도 10개로 축소돼 지난 2020년 제21대 총선 당시 주민들이 멀리 떨어진 특표소까지 찾아가야 하는 불편을 겪었다.
p00_u48,p00,mix0.00,이 영향으로 구천지역 사전투표율은 경국 기초 기자체 가운데 두 번째로 낮았고 참정권팀의 논란이 인기도 했다.
p00_u48,p00,mix0.25,이 영향으로 구천지역 사전투표율은 경국 기초 기자체 가운데 두 번째로 낮았고 참정권팀의 논란이 인기도 했다.
p00_u48,p00,mix0.50,이 영향으로 부천 지역 사전 투표율은 경국 기초 기자체 가운데 두 번째로 낮았고 참정권팀의 논란이 일기도 했다.
p00_u48,p00,mix0.75,이 영향으로 부천 지역 사전 투표율은 경국 기초 기자체 가운데 두 번째로 낮았고 참정권 팀의 논란이 일기도 했다.
